row_index,worlds,mean_probability,std_probability,min_probability,max_probability,probability_range,baseline_probability
4590,20,0.735,0.0,0.735,0.735,0.0,0.735
4611,20,0.55,0.0,0.55,0.55,0.0,0.55
4621,20,0.57,0.0,0.57,0.57,0.0,0.57
4639,20,0.4,0.0,0.4,0.4,0.0,0.4
4648,20,0.145,0.0,0.145,0.145,0.0,0.145
4652,20,0.355,0.0,0.355,0.355,0.0,0.355
4669,20,0.685,0.0,0.685,0.685,0.0,0.685
4677,20,0.4,0.0,0.4,0.4,0.0,0.4
4679,20,0.37,0.0,0.37,0.37,0.0,0.37
4691,20,0.26,0.0,0.26,0.26,0.0,0.26
4692,20,0.505,0.0,0.505,0.505,0.0,0.505
4699,20,0.345,0.0,0.345,0.345,0.0,0.345
4701,20,0.445,0.0,0.445,0.445,0.0,0.445
4705,20,0.25,0.0,0.25,0.25,0.0,0.25
4706,20,0.525,0.0,0.525,0.525,0.0,0.525
4718,20,0.365,0.0,0.365,0.365,0.0,0.365
4729,20,0.19,0.0,0.19,0.19,0.0,0.19
4733,20,0.17,0.0,0.17,0.17,0.0,0.17
4734,20,0.10500000000000001,0.0,0.105,0.105,0.0,0.105
4735,20,0.39,0.0,0.39,0.39,0.0,0.39
4737,20,0.23499999999999996,0.0,0.235,0.235,0.0,0.235
4739,20,0.09,0.0,0.09,0.09,0.0,0.09
4746,20,0.34,0.0,0.34,0.34,0.0,0.34
4747,20,0.04,0.0,0.04,0.04,0.0,0.04
4748,20,0.31,0.0,0.31,0.31,0.0,0.31
4753,20,0.39,0.0,0.39,0.39,0.0,0.39
4756,20,0.145,0.0,0.145,0.145,0.0,0.145
4761,20,0.01,0.0,0.01,0.01,0.0,0.01
4763,20,0.1,0.0,0.1,0.1,0.0,0.1
4768,20,0.035,0.0,0.035,0.035,0.0,0.035
4784,20,0.0,0.0,0.0,0.0,0.0,0.0
4802,20,0.3,0.0,0.3,0.3,0.0,0.3
4807,20,0.045,0.0,0.045,0.045,0.0,0.045
4825,20,0.045,0.0,0.045,0.045,0.0,0.045
4827,20,0.08833150936596387,0.0,0.08833150936596387,0.08833150936596387,0.0,0.08833150936596387
4829,20,0.0,0.0,0.0,0.0,0.0,0.0
4862,20,0.07,0.0,0.07,0.07,0.0,0.07
4899,20,0.04,0.0,0.04,0.04,0.0,0.04
4902,20,0.17,0.0,0.17,0.17,0.0,0.17
4916,20,0.0,0.0,0.0,0.0,0.0,0.0
4918,20,0.13,0.0,0.13,0.13,0.0,0.13
4922,20,0.015,0.0,0.015,0.015,0.0,0.015
4924,20,0.025,0.0,0.025,0.025,0.0,0.025
4943,20,0.28,0.0,0.28,0.28,0.0,0.28
4952,20,0.355,0.0,0.355,0.355,0.0,0.355
4965,20,0.03221556597267939,0.0,0.03221556597267939,0.03221556597267939,0.0,0.03221556597267939
4975,20,0.26,0.0,0.26,0.26,0.0,0.26
4992,20,0.385,0.0,0.385,0.385,0.0,0.385
5012,20,0.07,0.0,0.07,0.07,0.0,0.07
5034,20,0.0,0.0,0.0,0.0,0.0,0.0
5035,20,0.185,0.0,0.185,0.185,0.0,0.185
5040,20,0.26,0.0,0.26,0.26,0.0,0.26
5051,20,0.4,0.0,0.4,0.4,0.0,0.4
5053,20,0.42000000000000004,0.0,0.42,0.42,0.0,0.42
5058,20,0.10500000000000001,0.0,0.105,0.105,0.0,0.105
5060,20,0.445,0.0,0.445,0.445,0.0,0.445
5070,20,0.27,0.0,0.27,0.27,0.0,0.27
5092,20,0.19,0.0,0.19,0.19,0.0,0.19
5122,20,0.085,0.0,0.085,0.085,0.0,0.085
5125,20,0.054300486618004865,0.0,0.054300486618004865,0.054300486618004865,0.0,0.054300486618004865
5131,20,0.13,0.0,0.13,0.13,0.0,0.13
5140,20,0.25,0.0,0.25,0.25,0.0,0.25
5165,20,0.275,0.0,0.275,0.275,0.0,0.275
5174,20,0.45,0.0,0.45,0.45,0.0,0.45
5184,20,0.485,0.0,0.485,0.485,0.0,0.485
5195,20,0.175,0.0,0.175,0.175,0.0,0.175
5206,20,0.205,0.0,0.205,0.205,0.0,0.205
5225,20,0.27,0.0,0.27,0.27,0.0,0.27
5229,20,0.16,0.0,0.16,0.16,0.0,0.16
5233,20,0.0,0.0,0.0,0.0,0.0,0.0
5236,20,0.54,0.0,0.54,0.54,0.0,0.54
5240,20,0.215,0.0,0.215,0.215,0.0,0.215
5279,20,0.4149999999999999,0.0,0.415,0.415,0.0,0.415
5307,20,0.0,0.0,0.0,0.0,0.0,0.0
5324,20,0.08804723564143854,0.0,0.08804723564143854,0.08804723564143854,0.0,0.08804723564143854
5335,20,0.005,0.0,0.005,0.005,0.0,0.005
5344,20,0.1,0.0,0.1,0.1,0.0,0.1
5360,20,0.14332938177938476,0.0,0.14332938177938476,0.14332938177938476,0.0,0.14332938177938476
5371,20,0.37,0.0,0.37,0.37,0.0,0.37
5391,20,0.085,0.0,0.085,0.085,0.0,0.085
5392,20,0.26,0.0,0.26,0.26,0.0,0.26
5396,20,0.15,0.0,0.15,0.15,0.0,0.15
5446,20,0.45499999999999996,0.0,0.455,0.455,0.0,0.455
5461,20,0.4,0.0,0.4,0.4,0.0,0.4
5462,20,0.025,0.0,0.025,0.025,0.0,0.025
5486,20,0.045,0.0,0.045,0.045,0.0,0.045
5504,20,0.010163542167320384,0.0,0.010163542167320384,0.010163542167320384,0.0,0.010163542167320384
5517,20,0.23499999999999996,0.0,0.235,0.235,0.0,0.235
5527,20,0.155,0.0,0.155,0.155,0.0,0.155
5528,20,0.315,0.0,0.315,0.315,0.0,0.315
5535,20,0.295,0.0,0.295,0.295,0.0,0.295
5542,20,0.39,0.0,0.39,0.39,0.0,0.39
5549,20,0.28,0.0,0.28,0.28,0.0,0.28
5560,20,0.375,0.0,0.375,0.375,0.0,0.375
5575,20,0.23000000000000004,0.0,0.23,0.23,0.0,0.23
5579,20,0.59,0.0,0.59,0.59,0.0,0.59
5589,20,0.42000000000000004,0.0,0.42,0.42,0.0,0.42
5590,20,0.18,0.0,0.18,0.18,0.0,0.18
5592,20,0.21000000000000002,0.0,0.21,0.21,0.0,0.21
5596,20,0.005,0.0,0.005,0.005,0.0,0.005
5600,20,0.01,0.0,0.01,0.01,0.0,0.01
5601,20,0.10500000000000001,0.0,0.105,0.105,0.0,0.105
5614,20,0.095,0.0,0.095,0.095,0.0,0.095
5618,20,0.005,0.0,0.005,0.005,0.0,0.005
5633,20,0.07,0.0,0.07,0.07,0.0,0.07
5634,20,0.045,0.0,0.045,0.045,0.0,0.045
5639,20,0.065,0.0,0.065,0.065,0.0,0.065
5642,20,0.42000000000000004,0.0,0.42,0.42,0.0,0.42
5643,20,0.30726903853754584,0.0,0.30726903853754584,0.30726903853754584,0.0,0.30726903853754584
5653,20,0.05500000000000001,0.0,0.055,0.055,0.0,0.055
5679,20,0.18,0.0,0.18,0.18,0.0,0.18
5683,20,0.285,0.0,0.285,0.285,0.0,0.285
5686,20,0.0,0.0,0.0,0.0,0.0,0.0
5696,20,0.585,0.0,0.585,0.585,0.0,0.585
5714,20,0.18,0.0,0.18,0.18,0.0,0.18
5723,20,0.2,0.0,0.2,0.2,0.0,0.2
5764,20,0.005,0.0,0.005,0.005,0.0,0.005
5772,20,0.305,0.0,0.305,0.305,0.0,0.305
5775,20,0.04,0.0,0.04,0.04,0.0,0.04
5779,20,0.11500000000000002,0.0,0.115,0.115,0.0,0.115
5785,20,0.10500000000000001,0.0,0.105,0.105,0.0,0.105
5787,20,0.205,0.0,0.205,0.205,0.0,0.205
5813,20,0.135,0.0,0.135,0.135,0.0,0.135
5832,20,0.005,0.0,0.005,0.005,0.0,0.005
5843,20,0.065,0.0,0.065,0.065,0.0,0.065
5862,20,0.135,0.0,0.135,0.135,0.0,0.135
5880,20,0.085,0.0,0.085,0.085,0.0,0.085
5882,20,0.20800427122263748,0.0,0.20800427122263748,0.20800427122263748,0.0,0.20800427122263748
5890,20,0.315,0.0,0.315,0.315,0.0,0.315
5893,20,0.0,0.0,0.0,0.0,0.0,0.0
5911,20,0.2230042712226375,0.0,0.2230042712226375,0.2230042712226375,0.0,0.2230042712226375
5914,20,0.0403993431277388,0.0,0.0403993431277388,0.0403993431277388,0.0,0.0403993431277388
5931,20,0.0,0.0,0.0,0.0,0.0,0.0
5957,20,0.39373932764140873,0.0,0.39373932764140873,0.39373932764140873,0.0,0.39373932764140873
5970,20,0.0,0.0,0.0,0.0,0.0,0.0
5980,20,0.0,0.0,0.0,0.0,0.0,0.0
5988,20,0.395,0.0,0.395,0.395,0.0,0.395
5990,20,0.075,0.0,0.075,0.075,0.0,0.075
6002,20,0.03,0.0,0.03,0.03,0.0,0.03
6008,20,0.0,0.0,0.0,0.0,0.0,0.0
6009,20,0.02,0.0,0.02,0.02,0.0,0.02
6010,20,0.0,0.0,0.0,0.0,0.0,0.0
6013,20,0.15,0.0,0.15,0.15,0.0,0.15
6016,20,0.015,0.0,0.015,0.015,0.0,0.015
6040,20,0.0,0.0,0.0,0.0,0.0,0.0
6050,20,0.565,0.0,0.565,0.565,0.0,0.565
6051,20,0.145,0.0,0.145,0.145,0.0,0.145
6058,20,0.465,0.0,0.465,0.465,0.0,0.465
6061,20,0.24,0.0,0.24,0.24,0.0,0.24
6075,20,0.012487326574172892,0.0,0.012487326574172892,0.012487326574172892,0.0,0.012487326574172892
6082,20,0.43499999999999994,0.0,0.435,0.435,0.0,0.435
6086,20,0.29,0.0,0.29,0.29,0.0,0.29
6098,20,0.6,0.0,0.6,0.6,0.0,0.6
6104,20,0.0,0.0,0.0,0.0,0.0,0.0
6128,20,0.005,0.0,0.005,0.005,0.0,0.005
6158,20,0.0,0.0,0.0,0.0,0.0,0.0
6173,20,0.0,0.0,0.0,0.0,0.0,0.0
6174,20,0.545,0.0,0.545,0.545,0.0,0.545
6186,20,0.045,0.0,0.045,0.045,0.0,0.045
6208,20,0.025,0.0,0.025,0.025,0.0,0.025
6226,20,0.005,0.0,0.005,0.005,0.0,0.005
6233,20,0.185,0.0,0.185,0.185,0.0,0.185
6238,20,0.05500000000000001,0.0,0.055,0.055,0.0,0.055
6240,20,0.015,0.0,0.015,0.015,0.0,0.015
6279,20,0.645,0.0,0.645,0.645,0.0,0.645
6286,20,0.085,0.0,0.085,0.085,0.0,0.085
6287,20,0.05302140181915462,0.0,0.05302140181915463,0.05302140181915463,0.0,0.05302140181915463
6288,20,0.11500000000000002,0.0,0.115,0.115,0.0,0.115
6289,20,0.01,0.0,0.01,0.01,0.0,0.01
6291,20,0.065,0.0,0.065,0.065,0.0,0.065
6297,20,0.16,0.0,0.16,0.16,0.0,0.16
6304,20,0.065,0.0,0.065,0.065,0.0,0.065
6305,20,0.465,0.0,0.465,0.465,0.0,0.465
6314,20,0.11000000000000001,0.0,0.11,0.11,0.0,0.11
6315,20,0.045,0.0,0.045,0.045,0.0,0.045
6319,20,0.19,0.0,0.19,0.19,0.0,0.19
6320,20,0.355,0.0,0.355,0.355,0.0,0.355
6327,20,0.035,0.0,0.035,0.035,0.0,0.035
6330,20,0.0,0.0,0.0,0.0,0.0,0.0
6355,20,0.56,0.0,0.56,0.56,0.0,0.56
6359,20,0.08,0.0,0.08,0.08,0.0,0.08
6366,20,0.475,0.0,0.475,0.475,0.0,0.475
6382,20,0.295,0.0,0.295,0.295,0.0,0.295
6383,20,0.195,0.0,0.195,0.195,0.0,0.195
6392,20,0.325,0.0,0.325,0.325,0.0,0.325
6393,20,0.395,0.0,0.395,0.395,0.0,0.395
6396,20,0.385,0.0,0.385,0.385,0.0,0.385
6398,20,0.025,0.0,0.025,0.025,0.0,0.025
6410,20,0.11500000000000002,0.0,0.115,0.115,0.0,0.115
6411,20,0.045,0.0,0.045,0.045,0.0,0.045
6433,20,0.21284715421085845,0.0,0.21284715421085845,0.21284715421085845,0.0,0.21284715421085845
6435,20,0.085,0.0,0.085,0.085,0.0,0.085
6439,20,0.10500000000000001,0.0,0.105,0.105,0.0,0.105
6440,20,0.06,0.0,0.06,0.06,0.0,0.06
6455,20,0.0,0.0,0.0,0.0,0.0,0.0
6465,20,0.16,0.0,0.16,0.16,0.0,0.16
6477,20,0.095,0.0,0.095,0.095,0.0,0.095
6488,20,0.26,0.0,0.26,0.26,0.0,0.26
6492,20,0.04,0.0,0.04,0.04,0.0,0.04
6494,20,0.01,0.0,0.01,0.01,0.0,0.01
6496,20,0.315,0.0,0.315,0.315,0.0,0.315
6509,20,0.56,0.0,0.56,0.56,0.0,0.56
6514,20,0.155,0.0,0.155,0.155,0.0,0.155
6536,20,0.195,0.0,0.195,0.195,0.0,0.195
6539,20,0.61,0.0,0.61,0.61,0.0,0.61
6546,20,0.44000000000000006,0.0,0.44,0.44,0.0,0.44
6549,20,0.35,0.0,0.35,0.35,0.0,0.35
6564,20,0.23000000000000004,0.0,0.23,0.23,0.0,0.23
6571,20,0.255,0.0,0.255,0.255,0.0,0.255
6579,20,0.215,0.0,0.215,0.215,0.0,0.215
6611,20,0.06559753620130708,0.0,0.06559753620130708,0.06559753620130708,0.0,0.06559753620130708
6612,20,0.4050000000000001,0.0,0.405,0.405,0.0,0.405
6613,20,0.09,0.0,0.09,0.09,0.0,0.09
6619,20,0.74,0.0,0.74,0.74,0.0,0.74
6624,20,0.24500000000000002,0.0,0.245,0.245,0.0,0.245
6627,20,0.08,0.0,0.08,0.08,0.0,0.08
6629,20,0.07,0.0,0.07,0.07,0.0,0.07
6643,20,0.22000000000000003,0.0,0.22,0.22,0.0,0.22
6649,20,0.76,0.0,0.76,0.76,0.0,0.76
6666,20,0.6,0.0,0.6,0.6,0.0,0.6
6679,20,0.325,0.0,0.325,0.325,0.0,0.325
6694,20,0.535,0.0,0.535,0.535,0.0,0.535
6712,20,0.0,0.0,0.0,0.0,0.0,0.0
6715,20,0.015,0.0,0.015,0.015,0.0,0.015
6716,20,0.0,0.0,0.0,0.0,0.0,0.0
6730,20,0.04,0.0,0.04,0.04,0.0,0.04
6740,20,0.085,0.0,0.085,0.085,0.0,0.085
6741,20,0.005,0.0,0.005,0.005,0.0,0.005
6747,20,0.015,0.0,0.015,0.015,0.0,0.015
6761,20,0.065,0.0,0.065,0.065,0.0,0.065
6780,20,0.0,0.0,0.0,0.0,0.0,0.0
6808,20,0.02,0.0,0.02,0.02,0.0,0.02
6821,20,0.05,0.0,0.05,0.05,0.0,0.05
6838,20,0.0,0.0,0.0,0.0,0.0,0.0
6839,20,0.015,0.0,0.015,0.015,0.0,0.015
6846,20,0.1,0.0,0.1,0.1,0.0,0.1
6854,20,0.005,0.0,0.005,0.005,0.0,0.005
6855,20,0.065,0.0,0.065,0.065,0.0,0.065
6877,20,0.075,0.0,0.075,0.075,0.0,0.075
6898,20,0.03,0.0,0.03,0.03,0.0,0.03
6905,20,0.0,0.0,0.0,0.0,0.0,0.0
6932,20,0.075,0.0,0.075,0.075,0.0,0.075
6950,20,0.125,0.0,0.125,0.125,0.0,0.125
6972,20,0.145,0.0,0.145,0.145,0.0,0.145
6975,20,0.01,0.0,0.01,0.01,0.0,0.01
6990,20,0.03,0.0,0.03,0.03,0.0,0.03
6994,20,0.0,0.0,0.0,0.0,0.0,0.0
7008,20,0.19,0.0,0.19,0.19,0.0,0.19
7015,20,0.365,0.0,0.365,0.365,0.0,0.365
7026,20,0.13,0.0,0.13,0.13,0.0,0.13
7031,20,0.135,0.0,0.135,0.135,0.0,0.135
7038,20,0.285,0.0,0.285,0.285,0.0,0.285
7048,20,0.045,0.0,0.045,0.045,0.0,0.045
7049,20,0.175,0.0,0.175,0.175,0.0,0.175
7052,20,0.06,0.0,0.06,0.06,0.0,0.06
7056,20,0.05500000000000001,0.0,0.055,0.055,0.0,0.055
7073,20,0.355,0.0,0.355,0.355,0.0,0.355
7101,20,0.42000000000000004,0.0,0.42,0.42,0.0,0.42
7103,20,0.325,0.0,0.325,0.325,0.0,0.325
7111,20,0.02,0.0,0.02,0.02,0.0,0.02
7112,20,0.025,0.0,0.025,0.025,0.0,0.025
7122,20,0.23499999999999996,0.0,0.235,0.235,0.0,0.235
7131,20,0.06,0.0,0.06,0.06,0.0,0.06
7148,20,0.35,0.0,0.35,0.35,0.0,0.35
7153,20,0.3,0.0,0.3,0.3,0.0,0.3
7166,20,0.03,0.0,0.03,0.03,0.0,0.03
7169,20,0.015,0.0,0.015,0.015,0.0,0.015
7173,20,0.1,0.0,0.1,0.1,0.0,0.1
7188,20,0.08,0.0,0.08,0.08,0.0,0.08
7192,20,0.23000000000000004,0.0,0.23,0.23,0.0,0.23
7213,20,0.165,0.0,0.165,0.165,0.0,0.165
7218,20,0.32,0.0,0.32,0.32,0.0,0.32
7239,20,0.18,0.0,0.18,0.18,0.0,0.18
7244,20,0.3837540021344717,0.0,0.3837540021344717,0.3837540021344717,0.0,0.3837540021344717
7273,20,0.31,0.0,0.31,0.31,0.0,0.31
7292,20,0.665,0.0,0.665,0.665,0.0,0.665
7296,20,0.8949999999999999,0.0,0.895,0.895,0.0,0.895
7307,20,0.8,0.0,0.8,0.8,0.0,0.8
7309,20,0.755,0.0,0.755,0.755,0.0,0.755
7361,20,0.075,0.0,0.075,0.075,0.0,0.075
7379,20,0.8400000000000001,0.0,0.84,0.84,0.0,0.84
7405,20,0.26,0.0,0.26,0.26,0.0,0.26
7418,20,0.21000000000000002,0.0,0.21,0.21,0.0,0.21
7429,20,0.085,0.0,0.085,0.085,0.0,0.085
7444,20,0.27,0.0,0.27,0.27,0.0,0.27
7449,20,0.24500000000000002,0.0,0.245,0.245,0.0,0.245
7452,20,0.315,0.0,0.315,0.315,0.0,0.315
7455,20,0.045,0.0,0.045,0.045,0.0,0.045
7480,20,0.04,0.0,0.04,0.04,0.0,0.04
7493,20,0.065,0.0,0.065,0.065,0.0,0.065
7500,20,0.045,0.0,0.045,0.045,0.0,0.045
7538,20,0.05,0.0,0.05,0.05,0.0,0.05
7539,20,0.020165237397077367,0.0,0.020165237397077367,0.020165237397077367,0.0,0.020165237397077367
7548,20,0.0,0.0,0.0,0.0,0.0,0.0
7551,20,0.025,0.0,0.025,0.025,0.0,0.025
7554,20,0.015,0.0,0.015,0.015,0.0,0.015
7560,20,0.05,0.0,0.05,0.05,0.0,0.05
7568,20,0.02,0.0,0.02,0.02,0.0,0.02
7577,20,0.0,0.0,0.0,0.0,0.0,0.0
7589,20,0.05,0.0,0.05,0.05,0.0,0.05
7591,20,0.04,0.0,0.04,0.04,0.0,0.04
7606,20,0.015,0.0,0.015,0.015,0.0,0.015
7610,20,0.24,0.0,0.24,0.24,0.0,0.24
7660,20,0.35,0.0,0.35,0.35,0.0,0.35
7663,20,0.285,0.0,0.285,0.285,0.0,0.285
7668,20,0.085,0.0,0.085,0.085,0.0,0.085
7673,20,0.23499999999999996,0.0,0.235,0.235,0.0,0.235
7681,20,0.4149999999999999,0.0,0.415,0.415,0.0,0.415
7691,20,0.205,0.0,0.205,0.205,0.0,0.205
7698,20,0.26,0.0,0.26,0.26,0.0,0.26
7708,20,0.18669256562515055,2.98665307401619e-17,0.18669256562515052,0.1866925656251506,8.326672684688674e-17,0.18669256562515055
7715,20,0.43499999999999994,0.0,0.435,0.435,0.0,0.435
7743,20,0.225,0.0,0.225,0.225,0.0,0.225
7745,20,0.53,0.0,0.53,0.53,0.0,0.53
7799,20,0.37,0.0,0.37,0.37,0.0,0.37
7812,20,0.525,0.0,0.525,0.525,0.0,0.525
7850,20,0.76,0.0,0.76,0.76,0.0,0.76
7870,20,0.64,0.0,0.64,0.64,0.0,0.64
7883,20,0.8100000000000002,0.0,0.81,0.81,0.0,0.81
7896,20,0.255,0.0,0.255,0.255,0.0,0.255
7907,20,0.52,0.0,0.52,0.52,0.0,0.52
7915,20,0.385,0.0,0.385,0.385,0.0,0.385
7925,20,0.64,0.0,0.64,0.64,0.0,0.64
7943,20,0.495,0.0,0.495,0.495,0.0,0.495
7954,20,0.265,0.0,0.265,0.265,0.0,0.265
7963,20,0.02,0.0,0.02,0.02,0.0,0.02
7971,20,0.605,0.0,0.605,0.605,0.0,0.605
7972,20,0.375,0.0,0.375,0.375,0.0,0.375
7974,20,0.28,0.0,0.28,0.28,0.0,0.28
7975,20,0.25,0.0,0.25,0.25,0.0,0.25
7978,20,0.4050000000000001,0.0,0.405,0.405,0.0,0.405
7991,20,0.41,0.0,0.41,0.41,0.0,0.41
7992,20,0.555,0.0,0.555,0.555,0.0,0.555
8006,20,0.45,0.0,0.45,0.45,0.0,0.45
8014,20,0.535,0.0,0.535,0.535,0.0,0.535
8023,20,0.635,0.0,0.635,0.635,0.0,0.635
8065,20,0.48,0.0,0.48,0.48,0.0,0.48
8078,20,0.38,0.0,0.38,0.38,0.0,0.38
8113,20,0.3553049305679389,2.5470262995437506e-17,0.35530493056793877,0.3553049305679389,1.1102230246251565e-16,0.3553049305679389
8119,20,0.42871408943661793,5.695323946259567e-17,0.4287140894366178,0.42871408943661793,1.1102230246251565e-16,0.42871408943661793
8123,20,0.4878546430504647,1.8010195682678647e-17,0.48785464305046466,0.4878546430504647,5.551115123125783e-17,0.48785464305046466
8124,20,0.3960090769000123,0.0,0.3960090769000123,0.3960090769000123,0.0,0.3960090769000123
8127,20,0.565,0.0,0.565,0.565,0.0,0.565
8133,20,0.265,0.0,0.265,0.265,0.0,0.265
8138,20,0.465,0.0,0.465,0.465,0.0,0.465
8139,20,0.52,0.0,0.52,0.52,0.0,0.52
8140,20,0.44000000000000006,0.0,0.44,0.44,0.0,0.44
8143,20,0.32,0.0,0.32,0.32,0.0,0.32
8158,20,0.12,0.0,0.12,0.12,0.0,0.12
8165,20,0.4699999999999999,0.0,0.47,0.47,0.0,0.47
8174,20,0.8,0.0,0.8,0.8,0.0,0.8
8179,20,0.805,0.0,0.805,0.805,0.0,0.805
8187,20,0.52,0.0,0.52,0.52,0.0,0.52
8189,20,0.52,0.0,0.52,0.52,0.0,0.52
8208,20,0.575,0.0,0.575,0.575,0.0,0.575
8209,20,0.59,0.0,0.59,0.59,0.0,0.59
8216,20,0.31,0.0,0.31,0.31,0.0,0.31
8220,20,0.35,0.0,0.35,0.35,0.0,0.35
8245,20,0.365,0.0,0.365,0.365,0.0,0.365
8255,20,0.225,0.0,0.225,0.225,0.0,0.225
8282,20,0.395,0.0,0.395,0.395,0.0,0.395
8304,20,0.395,0.0,0.395,0.395,0.0,0.395
8307,20,0.65,0.0,0.65,0.65,0.0,0.65
8331,20,0.695,0.0,0.695,0.695,0.0,0.695
8341,20,0.29,0.0,0.29,0.29,0.0,0.29
8351,20,0.715,0.0,0.715,0.715,0.0,0.715
8368,20,0.68,0.0,0.68,0.68,0.0,0.68
8379,20,0.54,0.0,0.54,0.54,0.0,0.54
8387,20,0.485,0.0,0.485,0.485,0.0,0.485
8388,20,0.605,0.0,0.605,0.605,0.0,0.605
8392,20,0.5,0.0,0.5,0.5,0.0,0.5
8395,20,0.64,0.0,0.64,0.64,0.0,0.64
8398,20,0.67,0.0,0.67,0.67,0.0,0.67
8405,20,0.34,0.0,0.34,0.34,0.0,0.34
8408,20,0.27,0.0,0.27,0.27,0.0,0.27
8414,20,0.025,0.0,0.025,0.025,0.0,0.025
8422,20,0.44000000000000006,0.0,0.44,0.44,0.0,0.44
8445,20,0.31,0.0,0.31,0.31,0.0,0.31
8450,20,0.215,0.0,0.215,0.215,0.0,0.215
8454,20,0.21000000000000002,0.0,0.21,0.21,0.0,0.21
8456,20,0.485,0.0,0.485,0.485,0.0,0.485
8472,20,0.52,0.0,0.52,0.52,0.0,0.52
8490,20,0.325,0.0,0.325,0.325,0.0,0.325
8501,20,0.4050000000000001,0.0,0.405,0.405,0.0,0.405
8519,20,0.305,0.0,0.305,0.305,0.0,0.305
8556,20,0.285,0.0,0.285,0.285,0.0,0.285
8576,20,0.305,0.0,0.305,0.305,0.0,0.305
8585,20,0.02,0.0,0.02,0.02,0.0,0.02
8602,20,0.35,0.0,0.35,0.35,0.0,0.35
8609,20,0.54,0.0,0.54,0.54,0.0,0.54
8615,20,0.39,0.0,0.39,0.39,0.0,0.39
8629,20,0.295,0.0,0.295,0.295,0.0,0.295
8649,20,0.215,0.0,0.215,0.215,0.0,0.215
8650,20,0.19,0.0,0.19,0.19,0.0,0.19
8659,20,0.4,0.0,0.4,0.4,0.0,0.4
8663,20,0.32,0.0,0.32,0.32,0.0,0.32
8671,20,0.4149999999999999,0.0,0.415,0.415,0.0,0.415
8688,20,0.22000000000000003,0.0,0.22,0.22,0.0,0.22
8704,20,0.525,0.0,0.525,0.525,0.0,0.525
8705,20,0.48,0.0,0.48,0.48,0.0,0.48
8708,20,0.33,0.0,0.33,0.33,0.0,0.33
8713,20,0.32,0.0,0.32,0.32,0.0,0.32
8738,20,0.315,0.0,0.315,0.315,0.0,0.315
8746,20,0.41,0.0,0.41,0.41,0.0,0.41
8748,20,0.155,0.0,0.155,0.155,0.0,0.155
8756,20,0.15,0.0,0.15,0.15,0.0,0.15
8776,20,0.29,0.0,0.29,0.29,0.0,0.29
8782,20,0.215,0.0,0.215,0.215,0.0,0.215
8789,20,0.10500000000000001,0.0,0.105,0.105,0.0,0.105
8797,20,0.035,0.0,0.035,0.035,0.0,0.035
8806,20,0.43499999999999994,0.0,0.435,0.435,0.0,0.435
8820,20,0.19,0.0,0.19,0.19,0.0,0.19
8822,20,0.28,0.0,0.28,0.28,0.0,0.28
8832,20,0.13,0.0,0.13,0.13,0.0,0.13
8838,20,0.165,0.0,0.165,0.165,0.0,0.165
8849,20,0.72,0.0,0.72,0.72,0.0,0.72
8854,20,0.67,0.0,0.67,0.67,0.0,0.67
8864,20,0.4,0.0,0.4,0.4,0.0,0.4
8867,20,0.44000000000000006,0.0,0.44,0.44,0.0,0.44
8875,20,0.24,0.0,0.24,0.24,0.0,0.24
8876,20,0.185,0.0,0.185,0.185,0.0,0.185
8879,20,0.57,0.0,0.57,0.57,0.0,0.57
8884,20,0.165,0.0,0.165,0.165,0.0,0.165
8885,20,0.915,0.0,0.915,0.915,0.0,0.915
8894,20,0.29,0.0,0.29,0.29,0.0,0.29
8902,20,0.325,0.0,0.325,0.325,0.0,0.325
8903,20,0.465,0.0,0.465,0.465,0.0,0.465
8907,20,0.275,0.0,0.275,0.275,0.0,0.275
8914,20,0.10500000000000001,0.0,0.105,0.105,0.0,0.105
8922,20,0.11500000000000002,0.0,0.115,0.115,0.0,0.115
8937,20,0.2,0.0,0.2,0.2,0.0,0.2
8943,20,0.6432931370810429,0.0,0.6432931370810429,0.6432931370810429,0.0,0.6432931370810429
8946,20,0.25,0.0,0.25,0.25,0.0,0.25
8948,20,0.273749332977588,0.0,0.273749332977588,0.273749332977588,0.0,0.273749332977588
8952,20,0.12,0.0,0.12,0.12,0.0,0.12
8962,20,0.295,0.0,0.295,0.295,0.0,0.295
8965,20,0.205,0.0,0.205,0.205,0.0,0.205
8979,20,0.175,0.0,0.175,0.175,0.0,0.175
8988,20,0.17373932764140876,0.0,0.17373932764140876,0.17373932764140876,0.0,0.17373932764140876
9003,20,0.1,0.0,0.1,0.1,0.0,0.1
9014,20,0.37,0.0,0.37,0.37,0.0,0.37
9015,20,0.23000000000000004,0.0,0.23,0.23,0.0,0.23
9020,20,0.315,0.0,0.315,0.315,0.0,0.315
9034,20,0.57,0.0,0.57,0.57,0.0,0.57
9038,20,0.68,0.0,0.68,0.68,0.0,0.68
9052,20,0.23499999999999996,0.0,0.235,0.235,0.0,0.235
9053,20,0.26,0.0,0.26,0.26,0.0,0.26
9057,20,0.08,0.0,0.08,0.08,0.0,0.08
9060,20,0.515,0.0,0.515,0.515,0.0,0.515
9069,20,0.27,0.0,0.27,0.27,0.0,0.27
9076,20,0.10500000000000001,0.0,0.105,0.105,0.0,0.105
9099,20,0.465,0.0,0.465,0.465,0.0,0.465
