model,subgroup_feature,subgroup_value,rows,positive_rate_subgroup,positive_rate_overall,positive_rate_gap,positive_rate_abs_gap,precision_subgroup,precision_overall,precision_gap,precision_abs_gap,recall_subgroup,recall_overall,recall_gap,recall_abs_gap,f1_subgroup,f1_overall,f1_gap,f1_abs_gap,pr_auc_subgroup,pr_auc_overall,pr_auc_gap,pr_auc_abs_gap,brier_score_subgroup,brier_score_overall,brier_score_gap,brier_score_abs_gap,ece_subgroup,ece_overall,ece_gap,ece_abs_gap
random_forest,project_key,REFAPP,92,0.217391304347826,0.2501333333333333,-0.03274202898550732,0.03274202898550732,0.2727272727272727,0.5483870967741935,-0.2756598240469208,0.2756598240469208,0.15,0.2899786780383795,-0.13997867803837952,0.13997867803837952,0.1935483870967742,0.3793584379358438,-0.1858100508390696,0.1858100508390696,0.2690431816125351,0.4943331886075637,-0.2252900069950286,0.2252900069950286,0.1912089253975974,0.1618887214404631,0.029320203957134305,0.029320203957134305,0.1263834379915483,0.0363211978613389,0.0900622401302094,0.0900622401302094
random_forest,project_key,REST,82,0.2682926829268293,0.2501333333333333,0.018159349593495966,0.018159349593495966,0.3333333333333333,0.5483870967741935,-0.2150537634408602,0.2150537634408602,0.1363636363636363,0.2899786780383795,-0.1536150416747432,0.1536150416747432,0.1935483870967742,0.3793584379358438,-0.1858100508390696,0.1858100508390696,0.4602377071562211,0.4943331886075637,-0.03409548145134261,0.03409548145134261,0.1859236863383031,0.1618887214404631,0.024034964897840017,0.024034964897840017,0.1737347437206869,0.0363211978613389,0.137413545859348,0.137413545859348
random_forest,project_key,SAL,54,0.4074074074074074,0.2501333333333333,0.15727407407407407,0.15727407407407407,0.5909090909090909,0.5483870967741935,0.042521994134897434,0.042521994134897434,0.5909090909090909,0.2899786780383795,0.30093041287071143,0.30093041287071143,0.5909090909090909,0.3793584379358438,0.21155065297324716,0.21155065297324716,0.6724069020978893,0.4943331886075637,0.17807371349032564,0.17807371349032564,0.2230166666666667,0.1618887214404631,0.0611279452262036,0.0611279452262036,0.1501851851851851,0.0363211978613389,0.11386398732384619,0.11386398732384619
random_forest,project_key,SELENIUM,57,0.4035087719298245,0.2501333333333333,0.15337543859649116,0.15337543859649116,0.5217391304347826,0.5483870967741935,-0.02664796633941091,0.02664796633941091,0.5217391304347826,0.2899786780383795,0.23176045239640308,0.23176045239640308,0.5217391304347826,0.3793584379358438,0.1423806924989388,0.1423806924989388,0.5843713365029676,0.4943331886075637,0.09003814789540387,0.09003814789540387,0.2146268499026057,0.1618887214404631,0.0527381284621426,0.0527381284621426,0.1108323503529367,0.0363211978613389,0.0745111524915978,0.0745111524915978
random_forest,project_key,SPFE,120,0.1833333333333333,0.2501333333333333,-0.06680000000000003,0.06680000000000003,0.8181818181818182,0.5483870967741935,0.2697947214076247,0.2697947214076247,0.4090909090909091,0.2899786780383795,0.1191122310525296,0.1191122310525296,0.5454545454545454,0.3793584379358438,0.16609610751870163,0.16609610751870163,0.6508217435796144,0.4943331886075637,0.15648855497205072,0.15648855497205072,0.1024962475366995,0.1618887214404631,-0.05939247390376359,0.05939247390376359,0.0493473367154715,0.0363211978613389,0.013026138854132598,0.013026138854132598
random_forest,project_key,STRM,455,0.2373626373626373,0.2501333333333333,-0.012770695970696022,0.012770695970696022,0.4878048780487805,0.5483870967741935,-0.06058221872541303,0.06058221872541303,0.1851851851851851,0.2899786780383795,-0.10479349285319442,0.10479349285319442,0.2684563758389262,0.3793584379358438,-0.11090206209691761,0.11090206209691761,0.4526955188480965,0.4943331886075637,-0.0416376697594672,0.0416376697594672,0.1642427927141564,0.1618887214404631,0.0023540712736933034,0.0023540712736933034,0.0741234854916993,0.0363211978613389,0.03780228763036039,0.03780228763036039
random_forest,project_key,SVN,34,0.3235294117647059,0.2501333333333333,0.07339607843137258,0.07339607843137258,0.5,0.5483870967741935,-0.048387096774193505,0.048387096774193505,0.2727272727272727,0.2899786780383795,-0.017251405311106804,0.017251405311106804,0.3529411764705882,0.3793584379358438,-0.02641726146525558,0.02641726146525558,0.6317057125880655,0.4943331886075637,0.13737252398050182,0.13737252398050182,0.1826101874386733,0.1618887214404631,0.020721465998210203,0.020721465998210203,0.1162830406640934,0.0363211978613389,0.0799618428027545,0.0799618428027545
random_forest,project_key,UPM,750,0.2333333333333333,0.2501333333333333,-0.01680000000000001,0.01680000000000001,0.5802469135802469,0.5483870967741935,0.03185981680605343,0.03185981680605343,0.2685714285714285,0.2899786780383795,-0.021407249466950995,0.021407249466950995,0.3671875,0.3793584379358438,-0.012170937935843784,0.012170937935843784,0.4723196994345431,0.4943331886075637,-0.022013489173020595,0.022013489173020595,0.1551703649508631,0.1618887214404631,-0.006718356489600008,0.006718356489600008,0.0454265423004639,0.0363211978613389,0.009105344439124995,0.009105344439124995
random_forest,issuetype,Bug,889,0.249718785151856,0.2501333333333333,-0.00041454818147732,0.00041454818147732,0.5225225225225225,0.5483870967741935,-0.02586457425167099,0.02586457425167099,0.2612612612612612,0.2899786780383795,-0.02871741677711831,0.02871741677711831,0.3483483483483483,0.3793584379358438,-0.03101008958749546,0.03101008958749546,0.4728773122801446,0.4943331886075637,-0.021455876327419077,0.021455876327419077,0.1675841962704246,0.1618887214404631,0.005695474829961494,0.005695474829961494,0.0440464143041501,0.0363211978613389,0.0077252164428111975,0.0077252164428111975
random_forest,issuetype,Improvement,340,0.3705882352941176,0.2501333333333333,0.12045490196078429,0.12045490196078429,0.5789473684210527,0.5483870967741935,0.03056027164685915,0.03056027164685915,0.3492063492063492,0.2899786780383795,0.059227671167969675,0.059227671167969675,0.4356435643564356,0.3793584379358438,0.0562851264205918,0.0562851264205918,0.5806314577815315,0.4943331886075637,0.08629826917396777,0.08629826917396777,0.2033835503513603,0.1618887214404631,0.0414948289108972,0.0414948289108972,0.0652796038437035,0.0363211978613389,0.0289584059823646,0.0289584059823646
random_forest,issuetype,New Feature,77,0.3246753246753247,0.2501333333333333,0.07454199134199135,0.07454199134199135,0.5294117647058824,0.5483870967741935,-0.018975332068311146,0.018975332068311146,0.36,0.2899786780383795,0.07002132196162048,0.07002132196162048,0.4285714285714285,0.3793584379358438,0.04921299063558471,0.04921299063558471,0.5598717223890244,0.4943331886075637,0.06553853378146068,0.06553853378146068,0.2034975165599375,0.1618887214404631,0.04160879511947441,0.04160879511947441,0.0804808478355806,0.0363211978613389,0.044159649974241696,0.044159649974241696
random_forest,issuetype,Story,69,0.3188405797101449,0.2501333333333333,0.06870724637681158,0.06870724637681158,0.625,0.5483870967741935,0.0766129032258065,0.0766129032258065,0.4545454545454545,0.2899786780383795,0.16456677650707496,0.16456677650707496,0.5263157894736842,0.3793584379358438,0.1469573515378404,0.1469573515378404,0.6171709311231512,0.4943331886075637,0.12283774251558754,0.12283774251558754,0.1728305713957193,0.1618887214404631,0.010941849955256211,0.010941849955256211,0.0622453166611677,0.0363211978613389,0.025924118799828796,0.025924118799828796
random_forest,issuetype,Sub-task,173,0.0520231213872832,0.2501333333333333,-0.1981102119460501,0.1981102119460501,0.4,0.5483870967741935,-0.14838709677419348,0.14838709677419348,0.2222222222222222,0.2899786780383795,-0.0677564558161573,0.0677564558161573,0.2857142857142857,0.3793584379358438,-0.09364415222155809,0.09364415222155809,0.1766232301850875,0.4943331886075637,-0.3177099584224762,0.3177099584224762,0.0584876548052805,0.1618887214404631,-0.10340106663518259,0.10340106663518259,0.0565702932124773,0.0363211978613389,0.020249095351138398,0.020249095351138398
random_forest,issuetype,Task,309,0.1877022653721682,0.2501333333333333,-0.062431067961165126,0.062431067961165126,0.5,0.5483870967741935,-0.048387096774193505,0.048387096774193505,0.1724137931034483,0.2899786780383795,-0.11756488493493122,0.11756488493493122,0.2564102564102564,0.3793584379358438,-0.1229481815255874,0.1229481815255874,0.4007450597440037,0.4943331886075637,-0.09358812886356,0.09358812886356,0.1431207155893906,0.1618887214404631,-0.018768005851072495,0.018768005851072495,0.0731056131774965,0.0363211978613389,0.0367844153161576,0.0367844153161576
random_forest,priority,Blocker,48,0.125,0.2501333333333333,-0.12513333333333332,0.12513333333333332,0.0,0.5483870967741935,-0.5483870967741935,0.5483870967741935,0.0,0.2899786780383795,-0.2899786780383795,0.2899786780383795,0.0,0.3793584379358438,-0.3793584379358438,0.3793584379358438,0.68013468013468,0.4943331886075637,0.18580149152711634,0.18580149152711634,0.0893059628870307,0.1618887214404631,-0.0725827585534324,0.0725827585534324,0.0797383042403722,0.0363211978613389,0.0434171063790333,0.0434171063790333
random_forest,priority,Critical,148,0.1554054054054054,0.2501333333333333,-0.09472792792792792,0.09472792792792792,0.7142857142857143,0.5483870967741935,0.1658986175115208,0.1658986175115208,0.217391304347826,0.2899786780383795,-0.07258737369055351,0.07258737369055351,0.3333333333333333,0.3793584379358438,-0.04602510460251047,0.04602510460251047,0.5545797345117814,0.4943331886075637,0.06024654590421774,0.06024654590421774,0.1049890085653812,0.1618887214404631,-0.0568997128750819,0.0568997128750819,0.0684810540197325,0.0363211978613389,0.032159856158393604,0.032159856158393604
random_forest,priority,Major,1387,0.2321557317952415,0.2501333333333333,-0.01797760153809183,0.01797760153809183,0.55,0.5483870967741935,0.001612903225806539,0.001612903225806539,0.2732919254658385,0.2899786780383795,-0.016686752572540986,0.016686752572540986,0.3651452282157676,0.3793584379358438,-0.01421320972007617,0.01421320972007617,0.4707269150126141,0.4943331886075637,-0.0236062735949496,0.0236062735949496,0.1575633079919924,0.1618887214404631,-0.004325413448470705,0.004325413448470705,0.0462532295126337,0.0363211978613389,0.009932031651294797,0.009932031651294797
random_forest,priority,Minor,251,0.4143426294820717,0.2501333333333333,0.16420929614873836,0.16420929614873836,0.5194805194805194,0.5483870967741935,-0.028906577293674074,0.028906577293674074,0.3846153846153846,0.2899786780383795,0.09463670657700507,0.09463670657700507,0.4419889502762431,0.3793584379358438,0.06263051234039929,0.06263051234039929,0.5657937439718694,0.4943331886075637,0.07146055536430573,0.07146055536430573,0.2301448606761791,0.1618887214404631,0.068256139235716,0.068256139235716,0.1144543572457856,0.0363211978613389,0.0781331593844467,0.0781331593844467
random_forest,priority,Trivial,41,0.3414634146341463,0.2501333333333333,0.09133008130081299,0.09133008130081299,0.75,0.5483870967741935,0.2016129032258065,0.2016129032258065,0.2142857142857142,0.2899786780383795,-0.07569296375266532,0.07569296375266532,0.3333333333333333,0.3793584379358438,-0.04602510460251047,0.04602510460251047,0.6095053649479115,0.4943331886075637,0.11517217634034782,0.11517217634034782,0.1807225609756097,0.1618887214404631,0.018833839535146613,0.018833839535146613,0.1596341463414634,0.0363211978613389,0.12331294848012449,0.12331294848012449
