model,rows,positive_rate,precision,recall,f1,pr_auc,brier_score,ece,roc_auc
logistic_regression,1875,0.2501333333333333,0.3944374209860936,0.6652452025586354,0.49523809523809526,0.4109374466717152,0.2191371338795311,0.2147322778381482,0.7034692924323718
random_forest,1875,0.2501333333333333,0.5483870967741935,0.2899786780383795,0.3793584379358438,0.49433318860756376,0.16188872144046315,0.036321197861338916,0.7439446235597059
