column,train_mean,test_mean,delta_mean,psi
summary_length,57.71134571695844,52.99946552645644,-4.711880190502001,0.0400450521786415
description_length,638.5333422424161,724.9342597541422,86.4009175117261,0.2101446284581615
has_description,0.6999866363757851,0.8359166221272047,0.13592998575141968,0.10615043748983441
created_year,2010.955098222638,2017.0470336718333,6.091935449195262,12.694087277957237
created_month,6.157690765735667,6.629075360769642,0.47138459503397456,0.055484635315454355
late_resolution,0.24428705064813577,0.27204703367183325,0.027759983023697477,
