rows,positive_rate_true,positive_rate_predicted,precision,recall,f1,fpr,fnr,pr_auc,roc_auc,brier_score,ece,scenario,group_feature,minority_group,majority_group
1875,0.2501333333333333,0.4208,0.4220532319391635,0.7100213219616205,0.5294117647058824,0.32432432432432434,0.2899786780383795,0.5121859463128453,0.7561190693555186,0.1579546772536875,0.022167746719490306,baseline,project_key,USGTRK,UPM
1875,0.2501333333333333,0.4272,0.4107365792759051,0.7014925373134329,0.5181102362204725,0.3357041251778094,0.29850746268656714,0.5137629235209229,0.7588608977061453,0.15742987355451848,0.020172855734601588,sample_bias_underrepresent_minority,project_key,USGTRK,UPM
1875,0.2501333333333333,0.42186666666666667,0.41845764854614415,0.7057569296375267,0.5253968253968254,0.32716927453769556,0.2942430703624733,0.5147126107141,0.7584029153157197,0.15754068739219185,0.0217063578102999,measurement_bias_description_loss,project_key,USGTRK,UPM
1875,0.2501333333333333,0.4208,0.4220532319391635,0.7100213219616205,0.5294117647058824,0.32432432432432434,0.2899786780383795,0.5121859463128453,0.7561190693555186,0.1579546772536875,0.022167746719490296,measurement_bias_priority_missing,project_key,USGTRK,UPM
1875,0.2501333333333333,0.4208,0.4220532319391635,0.7100213219616205,0.5294117647058824,0.32432432432432434,0.2899786780383795,0.5121859463128453,0.7561190693555186,0.1579546772536875,0.022167746719490285,historical_label_bias_minority,project_key,USGTRK,UPM
1875,0.2501333333333333,0.5781333333333334,0.34870848708487084,0.8059701492537313,0.4867997424339987,0.5021337126600285,0.19402985074626866,0.5035011036562016,0.7422779922779923,0.16225824988348006,0.05679865944718177,historical_label_bias_majority,project_key,USGTRK,UPM
