model,kpi,value,source_table,status,threshold,scenario,degradation_type,degradation_rate,split_type,strategy,metric,subgroup_feature
logistic_regression,ece,0.2147322778381482,threshold_metrics,red,0.45,,,,,,,
logistic_regression,ece,0.2147322778381482,threshold_metrics,red,0.5,,,,,,,
logistic_regression,ece,0.2147322778381482,threshold_metrics,red,0.55,,,,,,,
logistic_regression,ece,0.2147322778381482,threshold_metrics,red,0.6,,,,,,,
logistic_regression,ece,0.2147322778381482,threshold_metrics,red,0.65,,,,,,,
logistic_regression,ece,0.2147322778381482,threshold_metrics,red,0.7,,,,,,,
logistic_regression,ece,0.2147322778381482,threshold_metrics,red,0.75,,,,,,,
logistic_regression,ece,0.2147322778381482,threshold_metrics,red,0.8,,,,,,,
logistic_regression,ece,0.2147322778381482,threshold_metrics,red,0.85,,,,,,,
logistic_regression,ece,0.2147322778381482,threshold_metrics,red,0.9,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.1,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.15,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.2,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.25,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.3,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.35,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.4,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.45,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.5,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.55,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.6,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.65,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.7,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.75,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.8,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.85,,,,,,,
random_forest,ece,0.0363211978613389,threshold_metrics,green,0.9,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.1,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.15,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.2,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.25,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.3,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.35,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.4,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.45,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.5,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.55,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.6,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.65,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.7,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.75,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.8,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.85,,,,,,,
logistic_regression,roc_auc,0.7034692924323718,threshold_metrics,amber,0.9,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.1,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.15,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.2,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.25,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.3,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.35,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.4,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.45,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.5,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.55,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.6,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.65,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.7,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.75,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.8,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.85,,,,,,,
random_forest,roc_auc,0.7439446235597059,threshold_metrics,amber,0.9,,,,,,,
,precision,0.4180645161290323,degradation_summary,red,,baseline,none,0.0,,,,
,precision,0.4113110539845758,degradation_summary,red,,priority_null_10,priority_null,0.1,,,,
,precision,0.4046391752577319,degradation_summary,red,,priority_null_20,priority_null,0.2,,,,
,precision,0.4114649681528662,degradation_summary,red,,priority_null_30,priority_null,0.3,,,,
,precision,0.4015645371577575,degradation_summary,red,,description_loss_20,description_loss,0.2,,,,
,precision,0.3943850267379679,degradation_summary,red,,description_loss_40,description_loss,0.4,,,,
,precision,0.4087403598971722,degradation_summary,red,,priority_noise_20,priority_noise,0.2,,,,
,precision,0.382842509603073,degradation_summary,red,,priority_noise_40,priority_noise,0.4,,,,
,precision,0.495049504950495,degradation_summary,red,,positive_class_undersample_50,positive_undersample_train,0.5,,,,
,recall,0.6908315565031983,degradation_summary,amber,,baseline,none,0.0,,,,
,recall,0.6823027718550106,degradation_summary,amber,,priority_null_10,priority_null,0.1,,,,
,recall,0.6695095948827292,degradation_summary,amber,,priority_null_20,priority_null,0.2,,,,
,recall,0.6886993603411514,degradation_summary,amber,,priority_null_30,priority_null,0.3,,,,
,recall,0.6567164179104478,degradation_summary,amber,,description_loss_20,description_loss,0.2,,,,
,recall,0.6289978678038379,degradation_summary,amber,,description_loss_40,description_loss,0.4,,,,
,recall,0.6780383795309168,degradation_summary,amber,,priority_noise_20,priority_noise,0.2,,,,
,recall,0.6375266524520256,degradation_summary,amber,,priority_noise_40,priority_noise,0.4,,,,
,recall,0.4264392324093816,degradation_summary,red,,positive_class_undersample_50,positive_undersample_train,0.5,,,,
,f1,0.5209003215434084,degradation_summary,amber,,baseline,none,0.0,,,,
,f1,0.5132317562149158,degradation_summary,amber,,priority_null_10,priority_null,0.1,,,,
,f1,0.5044176706827309,degradation_summary,amber,,priority_null_20,priority_null,0.2,,,,
,f1,0.5151515151515151,degradation_summary,amber,,priority_null_30,priority_null,0.3,,,,
,f1,0.4983818770226537,degradation_summary,red,,description_loss_20,description_loss,0.2,,,,
,f1,0.4847986852917009,degradation_summary,red,,description_loss_40,description_loss,0.4,,,,
,f1,0.5100240577385726,degradation_summary,amber,,priority_noise_20,priority_noise,0.2,,,,
,f1,0.4784,degradation_summary,red,,priority_noise_40,priority_noise,0.4,,,,
,f1,0.4581901489117984,degradation_summary,red,,positive_class_undersample_50,positive_undersample_train,0.5,,,,
,pr_auc,0.4943331886075637,degradation_summary,red,,baseline,none,0.0,,,,
,pr_auc,0.4878669907016016,degradation_summary,red,,priority_null_10,priority_null,0.1,,,,
,pr_auc,0.4785194409922196,degradation_summary,red,,priority_null_20,priority_null,0.2,,,,
,pr_auc,0.4953589279165478,degradation_summary,red,,priority_null_30,priority_null,0.3,,,,
,pr_auc,0.4753392178430806,degradation_summary,red,,description_loss_20,description_loss,0.2,,,,
,pr_auc,0.450218145337755,degradation_summary,red,,description_loss_40,description_loss,0.4,,,,
,pr_auc,0.4719961475436757,degradation_summary,red,,priority_noise_20,priority_noise,0.2,,,,
,pr_auc,0.4516062216630611,degradation_summary,red,,priority_noise_40,priority_noise,0.4,,,,
,pr_auc,0.4641308270662159,degradation_summary,red,,positive_class_undersample_50,positive_undersample_train,0.5,,,,
,brier_score,0.1618887214404631,degradation_summary,red,,baseline,none,0.0,,,,
,brier_score,0.1630286584384636,degradation_summary,red,,priority_null_10,priority_null,0.1,,,,
,brier_score,0.1653809920708523,degradation_summary,red,,priority_null_20,priority_null,0.2,,,,
,brier_score,0.161324329402457,degradation_summary,red,,priority_null_30,priority_null,0.3,,,,
,brier_score,0.1674625632094136,degradation_summary,red,,description_loss_20,description_loss,0.2,,,,
,brier_score,0.172070881625497,degradation_summary,red,,description_loss_40,description_loss,0.4,,,,
,brier_score,0.1653174122612325,degradation_summary,red,,priority_noise_20,priority_noise,0.2,,,,
,brier_score,0.1701664928165703,degradation_summary,red,,priority_noise_40,priority_noise,0.4,,,,
,brier_score,0.1749899635542865,degradation_summary,red,,positive_class_undersample_50,positive_undersample_train,0.5,,,,
,ece,0.0363211978613389,degradation_summary,green,,baseline,none,0.0,,,,
,ece,0.0410475363557991,degradation_summary,green,,priority_null_10,priority_null,0.1,,,,
,ece,0.044223008648996,degradation_summary,green,,priority_null_20,priority_null,0.2,,,,
,ece,0.0367362149227597,degradation_summary,green,,priority_null_30,priority_null,0.3,,,,
,ece,0.0571034533328311,degradation_summary,amber,,description_loss_20,description_loss,0.2,,,,
,ece,0.0667021711937354,degradation_summary,amber,,description_loss_40,description_loss,0.4,,,,
,ece,0.0356422892098309,degradation_summary,green,,priority_noise_20,priority_noise,0.2,,,,
,ece,0.0453476710426312,degradation_summary,green,,priority_noise_40,priority_noise,0.4,,,,
,ece,0.101858391874237,degradation_summary,amber,,positive_class_undersample_50,positive_undersample_train,0.5,,,,
,roc_auc,0.7439446235597059,degradation_summary,amber,,baseline,none,0.0,,,,
,roc_auc,0.7383002180724099,degradation_summary,amber,,priority_null_10,priority_null,0.1,,,,
,roc_auc,0.7323449304988976,degradation_summary,amber,,priority_null_20,priority_null,0.2,,,,
,roc_auc,0.7437823582756812,degradation_summary,amber,,priority_null_30,priority_null,0.3,,,,
,roc_auc,0.7269340657007586,degradation_summary,amber,,description_loss_20,description_loss,0.2,,,,
,roc_auc,0.7166901218354479,degradation_summary,amber,,description_loss_40,description_loss,0.4,,,,
,roc_auc,0.7290700531077594,degradation_summary,amber,,priority_noise_20,priority_noise,0.2,,,,
,roc_auc,0.7080839957902018,degradation_summary,amber,,priority_noise_40,priority_noise,0.4,,,,
,roc_auc,0.7285051576096352,degradation_summary,amber,,positive_class_undersample_50,positive_undersample_train,0.5,,,,
,delta_f1,0.0,degradation_summary,red,,baseline,none,0.0,,,,
,delta_f1,-0.0076685653284925,degradation_summary,red,,priority_null_10,priority_null,0.1,,,,
,delta_f1,-0.0164826508606774,degradation_summary,red,,priority_null_20,priority_null,0.2,,,,
,delta_f1,-0.0057488063918932,degradation_summary,red,,priority_null_30,priority_null,0.3,,,,
,delta_f1,-0.0225184445207546,degradation_summary,red,,description_loss_20,description_loss,0.2,,,,
,delta_f1,-0.0361016362517074,degradation_summary,red,,description_loss_40,description_loss,0.4,,,,
,delta_f1,-0.0108762638048357,degradation_summary,red,,priority_noise_20,priority_noise,0.2,,,,
,delta_f1,-0.0425003215434083,degradation_summary,red,,priority_noise_40,priority_noise,0.4,,,,
,delta_f1,-0.06271017263161,degradation_summary,red,,positive_class_undersample_50,positive_undersample_train,0.5,,,,
,delta_recall,0.0,degradation_summary,red,,baseline,none,0.0,,,,
,delta_recall,-0.0085287846481876,degradation_summary,red,,priority_null_10,priority_null,0.1,,,,
,delta_recall,-0.021321961620469,degradation_summary,red,,priority_null_20,priority_null,0.2,,,,
,delta_recall,-0.0021321961620468,degradation_summary,red,,priority_null_30,priority_null,0.3,,,,
,delta_recall,-0.0341151385927505,degradation_summary,red,,description_loss_20,description_loss,0.2,,,,
,delta_recall,-0.0618336886993603,degradation_summary,red,,description_loss_40,description_loss,0.4,,,,
,delta_recall,-0.0127931769722814,degradation_summary,red,,priority_noise_20,priority_noise,0.2,,,,
,delta_recall,-0.0533049040511727,degradation_summary,red,,priority_noise_40,priority_noise,0.4,,,,
,delta_recall,-0.2643923240938166,degradation_summary,red,,positive_class_undersample_50,positive_undersample_train,0.5,,,,
,delta_ece,0.0,degradation_summary,red,,baseline,none,0.0,,,,
,delta_ece,0.0047263384944601,degradation_summary,red,,priority_null_10,priority_null,0.1,,,,
,delta_ece,0.0079018107876571,degradation_summary,red,,priority_null_20,priority_null,0.2,,,,
,delta_ece,0.0004150170614207,degradation_summary,red,,priority_null_30,priority_null,0.3,,,,
,delta_ece,0.0207822554714922,degradation_summary,red,,description_loss_20,description_loss,0.2,,,,
,delta_ece,0.0303809733323965,degradation_summary,red,,description_loss_40,description_loss,0.4,,,,
,delta_ece,-0.0006789086515079,degradation_summary,red,,priority_noise_20,priority_noise,0.2,,,,
,delta_ece,0.0090264731812923,degradation_summary,red,,priority_noise_40,priority_noise,0.4,,,,
,delta_ece,0.0655371940128981,degradation_summary,red,,positive_class_undersample_50,positive_undersample_train,0.5,,,,
,threshold,0.25,temporal_drift_metrics,red,,,,,random_split,,,
,threshold,0.25,temporal_drift_metrics,red,,,,,temporal_split,,,
,rows,1871.0,temporal_drift_metrics,green,,,,,random_split,,,
,rows,1871.0,temporal_drift_metrics,green,,,,,temporal_split,,,
,positive_rate_true,0.2495991448423303,temporal_drift_metrics,red,,,,,random_split,,,
,positive_rate_true,0.2720470336718332,temporal_drift_metrics,red,,,,,temporal_split,,,
,positive_rate_predicted,0.4120791020844468,temporal_drift_metrics,red,,,,,random_split,,,
,positive_rate_predicted,0.7349011223944415,temporal_drift_metrics,amber,,,,,temporal_split,,,
,precision,0.4176394293125811,temporal_drift_metrics,red,,,,,random_split,,,
,precision,0.2974545454545454,temporal_drift_metrics,red,,,,,temporal_split,,,
,recall,0.6895074946466809,temporal_drift_metrics,amber,,,,,random_split,,,
,recall,0.8035363457760314,temporal_drift_metrics,green,,,,,temporal_split,,,
,f1,0.5201938610662359,temporal_drift_metrics,amber,,,,,random_split,,,
,f1,0.4341825902335456,temporal_drift_metrics,red,,,,,temporal_split,,,
,pr_auc,0.4878329432319938,temporal_drift_metrics,red,,,,,random_split,,,
,pr_auc,0.3498145036414821,temporal_drift_metrics,red,,,,,temporal_split,,,
,brier_score,0.1618555040524644,temporal_drift_metrics,red,,,,,random_split,,,
,brier_score,0.2276947797010354,temporal_drift_metrics,red,,,,,temporal_split,,,
,ece,0.0289400179601811,temporal_drift_metrics,green,,,,,random_split,,,
,ece,0.1577750339544912,temporal_drift_metrics,red,,,,,temporal_split,,,
,roc_auc,0.7440800832128454,temporal_drift_metrics,amber,,,,,random_split,,,
,roc_auc,0.5954017119167756,temporal_drift_metrics,amber,,,,,temporal_split,,,
,train_rows,7483.0,temporal_drift_metrics,green,,,,,random_split,,,
,train_rows,7483.0,temporal_drift_metrics,green,,,,,temporal_split,,,
,test_rows,1871.0,temporal_drift_metrics,green,,,,,random_split,,,
,test_rows,1871.0,temporal_drift_metrics,green,,,,,temporal_split,,,
,delta_vs_random_precision,0.0,temporal_drift_metrics,red,,,,,random_split,,,
,delta_vs_random_precision,-0.1201848838580356,temporal_drift_metrics,red,,,,,temporal_split,,,
,delta_vs_random_recall,0.0,temporal_drift_metrics,red,,,,,random_split,,,
,delta_vs_random_recall,0.1140288511293504,temporal_drift_metrics,red,,,,,temporal_split,,,
,delta_vs_random_f1,0.0,temporal_drift_metrics,red,,,,,random_split,,,
,delta_vs_random_f1,-0.0860112708326902,temporal_drift_metrics,red,,,,,temporal_split,,,
,delta_vs_random_pr_auc,0.0,temporal_drift_metrics,red,,,,,random_split,,,
,delta_vs_random_pr_auc,-0.1380184395905117,temporal_drift_metrics,red,,,,,temporal_split,,,
,delta_vs_random_brier_score,0.0,temporal_drift_metrics,red,,,,,random_split,,,
,delta_vs_random_brier_score,0.065839275648571,temporal_drift_metrics,red,,,,,temporal_split,,,
,delta_vs_random_ece,0.0,temporal_drift_metrics,red,,,,,random_split,,,
,delta_vs_random_ece,0.12883501599431,temporal_drift_metrics,red,,,,,temporal_split,,,
,delta_vs_random_roc_auc,0.0,temporal_drift_metrics,red,,,,,random_split,,,
,delta_vs_random_roc_auc,-0.1486783712960697,temporal_drift_metrics,red,,,,,temporal_split,,,
,periods,2.0,retraining_summary,green,,,,,,cumulative_retraining,,
,periods,2.0,retraining_summary,green,,,,,,sliding_window_2_periods,,
,periods,2.0,retraining_summary,green,,,,,,static_initial_train,,
,avg_precision,0.3829808986466598,retraining_summary,red,,,,,,cumulative_retraining,,
,avg_precision,0.3766518462248834,retraining_summary,red,,,,,,sliding_window_2_periods,,
,avg_precision,0.3870394981279831,retraining_summary,red,,,,,,static_initial_train,,
,avg_recall,0.7679237833823709,retraining_summary,green,,,,,,cumulative_retraining,,
,avg_recall,0.7554654183234475,retraining_summary,green,,,,,,sliding_window_2_periods,,
,avg_recall,0.755153645857813,retraining_summary,green,,,,,,static_initial_train,,
,avg_f1,0.5031067922419986,retraining_summary,amber,,,,,,cumulative_retraining,,
,avg_f1,0.4942079142403388,retraining_summary,red,,,,,,sliding_window_2_periods,,
,avg_f1,0.5053639360364935,retraining_summary,amber,,,,,,static_initial_train,,
,avg_pr_auc,0.4139737647282087,retraining_summary,red,,,,,,cumulative_retraining,,
,avg_pr_auc,0.4153126760701431,retraining_summary,red,,,,,,sliding_window_2_periods,,
,avg_pr_auc,0.4358102557552523,retraining_summary,red,,,,,,static_initial_train,,
,avg_brier_score,0.2182789222330865,retraining_summary,red,,,,,,cumulative_retraining,,
,avg_brier_score,0.2204183137345106,retraining_summary,red,,,,,,sliding_window_2_periods,,
,avg_brier_score,0.2062746720590935,retraining_summary,red,,,,,,static_initial_train,,
,avg_ece,0.1165912987650102,retraining_summary,red,,,,,,cumulative_retraining,,
,avg_ece,0.1265438081954298,retraining_summary,red,,,,,,sliding_window_2_periods,,
,avg_ece,0.0911575749477564,retraining_summary,red,,,,,,static_initial_train,,
,avg_roc_auc,0.6415722502405045,retraining_summary,amber,,,,,,cumulative_retraining,,
,avg_roc_auc,0.6431929583639064,retraining_summary,amber,,,,,,sliding_window_2_periods,,
,avg_roc_auc,0.6548825906909572,retraining_summary,amber,,,,,,static_initial_train,,
,delta_avg_precision_vs_static,-0.0040585994813233,retraining_summary,red,,,,,,cumulative_retraining,,
,delta_avg_precision_vs_static,-0.0103876519030996,retraining_summary,red,,,,,,sliding_window_2_periods,,
,delta_avg_precision_vs_static,0.0,retraining_summary,red,,,,,,static_initial_train,,
,delta_avg_recall_vs_static,0.0127701375245579,retraining_summary,red,,,,,,cumulative_retraining,,
,delta_avg_recall_vs_static,0.0003117724656345,retraining_summary,red,,,,,,sliding_window_2_periods,,
,delta_avg_recall_vs_static,0.0,retraining_summary,red,,,,,,static_initial_train,,
,delta_avg_f1_vs_static,-0.0022571437944949,retraining_summary,red,,,,,,cumulative_retraining,,
,delta_avg_f1_vs_static,-0.0111560217961547,retraining_summary,red,,,,,,sliding_window_2_periods,,
,delta_avg_f1_vs_static,0.0,retraining_summary,red,,,,,,static_initial_train,,
,delta_avg_pr_auc_vs_static,-0.0218364910270436,retraining_summary,red,,,,,,cumulative_retraining,,
,delta_avg_pr_auc_vs_static,-0.0204975796851092,retraining_summary,red,,,,,,sliding_window_2_periods,,
,delta_avg_pr_auc_vs_static,0.0,retraining_summary,red,,,,,,static_initial_train,,
,delta_avg_brier_score_vs_static,0.0120042501739929,retraining_summary,red,,,,,,cumulative_retraining,,
,delta_avg_brier_score_vs_static,0.0141436416754171,retraining_summary,red,,,,,,sliding_window_2_periods,,
,delta_avg_brier_score_vs_static,0.0,retraining_summary,red,,,,,,static_initial_train,,
,delta_avg_ece_vs_static,0.0254337238172538,retraining_summary,red,,,,,,cumulative_retraining,,
,delta_avg_ece_vs_static,0.0353862332476734,retraining_summary,red,,,,,,sliding_window_2_periods,,
,delta_avg_ece_vs_static,0.0,retraining_summary,red,,,,,,static_initial_train,,
,delta_avg_roc_auc_vs_static,-0.0133103404504527,retraining_summary,red,,,,,,cumulative_retraining,,
,delta_avg_roc_auc_vs_static,-0.0116896323270507,retraining_summary,red,,,,,,sliding_window_2_periods,,
,delta_avg_roc_auc_vs_static,0.0,retraining_summary,red,,,,,,static_initial_train,,
,mean,0.4190258716790515,stability_seed_summary,red,,,,,,,precision,
,mean,0.690405117270789,stability_seed_summary,amber,,,,,,,recall,
,mean,0.5214788735596403,stability_seed_summary,amber,,,,,,,f1,
,mean,0.490974419533267,stability_seed_summary,red,,,,,,,pr_auc,
,mean,0.161619113027796,stability_seed_summary,red,,,,,,,brier_score,
,mean,0.0415257657438509,stability_seed_summary,red,,,,,,,ece,
,mean,0.7484104826406477,stability_seed_summary,amber,,,,,,,roc_auc,
,std,0.0086654749615241,stability_seed_summary,red,,,,,,,precision,
,std,0.0179183430438173,stability_seed_summary,red,,,,,,,recall,
,std,0.0107225776931549,stability_seed_summary,red,,,,,,,f1,
,std,0.0147433459552827,stability_seed_summary,red,,,,,,,pr_auc,
,std,0.0023721696244307,stability_seed_summary,red,,,,,,,brier_score,
,std,0.004701803622412,stability_seed_summary,red,,,,,,,ece,
,std,0.006847800879171,stability_seed_summary,red,,,,,,,roc_auc,
,min,0.4076015727391874,stability_seed_summary,red,,,,,,,precision,
,min,0.6631130063965884,stability_seed_summary,amber,,,,,,,recall,
,min,0.5048701298701299,stability_seed_summary,amber,,,,,,,f1,
,min,0.4707461907173884,stability_seed_summary,red,,,,,,,pr_auc,
,min,0.1570013725905206,stability_seed_summary,red,,,,,,,brier_score,
,min,0.0362206451251323,stability_seed_summary,red,,,,,,,ece,
,min,0.7416911075591357,stability_seed_summary,amber,,,,,,,roc_auc,
,max,0.4320323014804845,stability_seed_summary,red,,,,,,,precision,
,max,0.7164179104477612,stability_seed_summary,amber,,,,,,,recall,
,max,0.536741214057508,stability_seed_summary,amber,,,,,,,f1,
,max,0.5257084808764318,stability_seed_summary,amber,,,,,,,pr_auc,
,max,0.1643136665720592,stability_seed_summary,red,,,,,,,brier_score,
,max,0.0489140864063927,stability_seed_summary,red,,,,,,,ece,
,max,0.7596995210899374,stability_seed_summary,green,,,,,,,roc_auc,
,range,0.0244307287412971,stability_seed_summary,red,,,,,,,precision,
,range,0.0533049040511727,stability_seed_summary,red,,,,,,,recall,
,range,0.031871084187378,stability_seed_summary,red,,,,,,,f1,
,range,0.0549622901590434,stability_seed_summary,red,,,,,,,pr_auc,
,range,0.0073122939815385,stability_seed_summary,red,,,,,,,brier_score,
,range,0.0126934412812604,stability_seed_summary,red,,,,,,,ece,
,range,0.0180084135308017,stability_seed_summary,red,,,,,,,roc_auc,
,coefficient_of_variation,0.0206800475751085,stability_seed_summary,red,,,,,,,precision,
,coefficient_of_variation,0.0259533751931758,stability_seed_summary,red,,,,,,,recall,
,coefficient_of_variation,0.0205618640309666,stability_seed_summary,red,,,,,,,f1,
,coefficient_of_variation,0.030028745630573,stability_seed_summary,red,,,,,,,pr_auc,
,coefficient_of_variation,0.0146775315121473,stability_seed_summary,red,,,,,,,brier_score,
,coefficient_of_variation,0.1132261750792228,stability_seed_summary,red,,,,,,,ece,
,coefficient_of_variation,0.0091497928449767,stability_seed_summary,red,,,,,,,roc_auc,
logistic_regression,subgroups,6.0,subgroup_gap_summary,green,,,,,,,,issuetype
logistic_regression,subgroups,5.0,subgroup_gap_summary,green,,,,,,,,priority
logistic_regression,subgroups,9.0,subgroup_gap_summary,green,,,,,,,,project_key
random_forest,subgroups,6.0,subgroup_gap_summary,green,,,,,,,,issuetype
random_forest,subgroups,5.0,subgroup_gap_summary,green,,,,,,,,priority
random_forest,subgroups,9.0,subgroup_gap_summary,green,,,,,,,,project_key
logistic_regression,max_abs_positive_rate_gap,0.1981102119460501,subgroup_gap_summary,red,,,,,,,,issuetype
logistic_regression,max_abs_positive_rate_gap,0.1642092961487383,subgroup_gap_summary,red,,,,,,,,priority
logistic_regression,max_abs_positive_rate_gap,0.157274074074074,subgroup_gap_summary,red,,,,,,,,project_key
random_forest,max_abs_positive_rate_gap,0.1981102119460501,subgroup_gap_summary,red,,,,,,,,issuetype
random_forest,max_abs_positive_rate_gap,0.1642092961487383,subgroup_gap_summary,red,,,,,,,,priority
random_forest,max_abs_positive_rate_gap,0.157274074074074,subgroup_gap_summary,red,,,,,,,,project_key
logistic_regression,mean_abs_positive_rate_gap,0.0874433279613799,subgroup_gap_summary,red,,,,,,,,issuetype
logistic_regression,mean_abs_positive_rate_gap,0.0986756480497808,subgroup_gap_summary,red,,,,,,,,priority
logistic_regression,mean_abs_positive_rate_gap,0.0748934972417162,subgroup_gap_summary,red,,,,,,,,project_key
random_forest,mean_abs_positive_rate_gap,0.0874433279613799,subgroup_gap_summary,red,,,,,,,,issuetype
random_forest,mean_abs_positive_rate_gap,0.0986756480497808,subgroup_gap_summary,red,,,,,,,,priority
random_forest,mean_abs_positive_rate_gap,0.0748934972417162,subgroup_gap_summary,red,,,,,,,,project_key
logistic_regression,max_abs_precision_gap,0.3944374209860936,subgroup_gap_summary,red,,,,,,,,issuetype
logistic_regression,max_abs_precision_gap,0.3944374209860936,subgroup_gap_summary,red,,,,,,,,priority
logistic_regression,max_abs_precision_gap,0.1544374209860936,subgroup_gap_summary,red,,,,,,,,project_key
random_forest,max_abs_precision_gap,0.1483870967741934,subgroup_gap_summary,red,,,,,,,,issuetype
random_forest,max_abs_precision_gap,0.5483870967741935,subgroup_gap_summary,amber,,,,,,,,priority
random_forest,max_abs_precision_gap,0.2756598240469208,subgroup_gap_summary,red,,,,,,,,project_key
logistic_regression,mean_abs_precision_gap,0.0977193422726773,subgroup_gap_summary,red,,,,,,,,issuetype
logistic_regression,mean_abs_precision_gap,0.1280612218539947,subgroup_gap_summary,red,,,,,,,,priority
logistic_regression,mean_abs_precision_gap,0.067317280003871,subgroup_gap_summary,red,,,,,,,,project_key
random_forest,mean_abs_precision_gap,0.0581312124568391,subgroup_gap_summary,red,,,,,,,,issuetype
random_forest,mean_abs_precision_gap,0.1892836196062002,subgroup_gap_summary,red,,,,,,,,priority
random_forest,mean_abs_precision_gap,0.1183308275287026,subgroup_gap_summary,red,,,,,,,,project_key
logistic_regression,max_abs_recall_gap,0.6652452025586354,subgroup_gap_summary,amber,,,,,,,,issuetype
logistic_regression,max_abs_recall_gap,0.6652452025586354,subgroup_gap_summary,amber,,,,,,,,priority
logistic_regression,max_abs_recall_gap,0.3925179298313627,subgroup_gap_summary,red,,,,,,,,project_key
random_forest,max_abs_recall_gap,0.1645667765070749,subgroup_gap_summary,red,,,,,,,,issuetype
random_forest,max_abs_recall_gap,0.2899786780383795,subgroup_gap_summary,red,,,,,,,,priority
random_forest,max_abs_recall_gap,0.3009304128707114,subgroup_gap_summary,red,,,,,,,,project_key
logistic_regression,mean_abs_recall_gap,0.2631201958788166,subgroup_gap_summary,red,,,,,,,,issuetype
logistic_regression,mean_abs_recall_gap,0.3313887442862134,subgroup_gap_summary,red,,,,,,,,priority
logistic_regression,mean_abs_recall_gap,0.2040433793833462,subgroup_gap_summary,red,,,,,,,,project_key
random_forest,mean_abs_recall_gap,0.0846424211941453,subgroup_gap_summary,red,,,,,,,,issuetype
random_forest,mean_abs_recall_gap,0.1099164949262288,subgroup_gap_summary,red,,,,,,,,priority
random_forest,mean_abs_recall_gap,0.1493694256755761,subgroup_gap_summary,red,,,,,,,,project_key
logistic_regression,max_abs_f1_gap,0.4952380952380952,subgroup_gap_summary,red,,,,,,,,issuetype
logistic_regression,max_abs_f1_gap,0.4952380952380952,subgroup_gap_summary,red,,,,,,,,priority
